STATION,DATE,PRCP,TMAX,TMIN,ABay.WL
GOUVERNUERS & WATERTOWN,4/29/2012,0,97.5,-50,74.749
GOUVERNUERS & WATERTOWN,4/30/2012,4,119.5,-53,74.721
GOUVERNUERS & WATERTOWN,5/1/2012,113.5,130.5,30.5,74.752
GOUVERNUERS & WATERTOWN,5/2/2012,49.5,172.5,53,74.73
GOUVERNUERS & WATERTOWN,5/3/2012,47,211,97.5,74.745
GOUVERNUERS & WATERTOWN,5/4/2012,28,200,122.5,74.747
GOUVERNUERS & WATERTOWN,5/5/2012,0,194.5,61,74.722
GOUVERNUERS & WATERTOWN,5/6/2012,0,183.5,8.5,74.729
GOUVERNUERS & WATERTOWN,5/7/2012,5,211,11,74.726
GOUVERNUERS & WATERTOWN,5/8/2012,136,197.5,108.5,74.779
GOUVERNUERS & WATERTOWN,5/9/2012,30.5,163.5,102.5,74.789
GOUVERNUERS & WATERTOWN,5/10/2012,19,144.5,53,74.793
GOUVERNUERS & WATERTOWN,5/11/2012,21.5,158.5,33,74.802
GOUVERNUERS & WATERTOWN,5/12/2012,0,205.5,33.5,74.796
GOUVERNUERS & WATERTOWN,5/13/2012,6.5,211,86,74.789
GOUVERNUERS & WATERTOWN,5/14/2012,0,214,58,74.779
GOUVERNUERS & WATERTOWN,5/15/2012,0,225,105.5,74.778
GOUVERNUERS & WATERTOWN,5/16/2012,9,217,91.5,74.802
GOUVERNUERS & WATERTOWN,5/17/2012,4,189,19.5,74.79
GOUVERNUERS & WATERTOWN,5/18/2012,0,197.5,11.5,74.77
GOUVERNUERS & WATERTOWN,5/19/2012,0,236,55.5,74.767
GOUVERNUERS & WATERTOWN,5/20/2012,0,280.5,75,74.764
GOUVERNUERS & WATERTOWN,5/21/2012,5,297,105.5,74.758
GOUVERNUERS & WATERTOWN,5/22/2012,8,267,161,74.763
GOUVERNUERS & WATERTOWN,5/23/2012,21.5,241.5,150,74.751
GOUVERNUERS & WATERTOWN,5/24/2012,0,263.5,122,74.746
GOUVERNUERS & WATERTOWN,5/25/2012,9,283.5,158.5,74.767
GOUVERNUERS & WATERTOWN,5/26/2012,0,264,119.5,74.769
GOUVERNUERS & WATERTOWN,5/27/2012,0,266.5,108.5,74.735
GOUVERNUERS & WATERTOWN,5/28/2012,1.5,277.5,119.5,74.744
GOUVERNUERS & WATERTOWN,5/29/2012,9,292,161.5,74.775
GOUVERNUERS & WATERTOWN,5/30/2012,0,266.5,116.5,74.775
GOUVERNUERS & WATERTOWN,5/31/2012,0,219.5,97,74.755
GOUVERNUERS & WATERTOWN,6/1/2012,135,172,55.5,74.685
GOUVERNUERS & WATERTOWN,6/2/2012,66,172,86,74.776
GOUVERNUERS & WATERTOWN,6/3/2012,37,175,91.5,74.784
GOUVERNUERS & WATERTOWN,6/4/2012,24.5,167,94.5,74.719
GOUVERNUERS & WATERTOWN,6/5/2012,0,180.5,55.5,74.747
GOUVERNUERS & WATERTOWN,6/6/2012,12.5,214,77.5,74.755
GOUVERNUERS & WATERTOWN,6/7/2012,23,225,108.5,74.761
GOUVERNUERS & WATERTOWN,6/8/2012,23,225,116.5,74.779
GOUVERNUERS & WATERTOWN,6/9/2012,66.5,211.5,105.5,74.761
GOUVERNUERS & WATERTOWN,6/10/2012,0,267,125,74.758
GOUVERNUERS & WATERTOWN,6/11/2012,0,308,153,74.755
GOUVERNUERS & WATERTOWN,6/12/2012,114.5,278,164,74.798
GOUVERNUERS & WATERTOWN,6/13/2012,72.5,211.5,105.5,74.799
GOUVERNUERS & WATERTOWN,6/14/2012,0,231,55.5,74.762
GOUVERNUERS & WATERTOWN,6/15/2012,0,261,67,74.76
GOUVERNUERS & WATERTOWN,6/16/2012,0,267,100,74.763
GOUVERNUERS & WATERTOWN,6/17/2012,0,283.5,158.5,74.764
GOUVERNUERS & WATERTOWN,6/18/2012,0,269.5,172,74.776
GOUVERNUERS & WATERTOWN,6/19/2012,57,277.5,175,74.79
GOUVERNUERS & WATERTOWN,6/20/2012,0,289,211.5,74.779
GOUVERNUERS & WATERTOWN,6/21/2012,0,314,200,74.779
GOUVERNUERS & WATERTOWN,6/22/2012,0,286.5,178,74.777
GOUVERNUERS & WATERTOWN,6/23/2012,32,269.5,133.5,74.77
GOUVERNUERS & WATERTOWN,6/24/2012,42,256,116.5,74.768
GOUVERNUERS & WATERTOWN,6/25/2012,124.5,233.5,125,74.765
GOUVERNUERS & WATERTOWN,6/26/2012,20.5,202.5,122,74.757
GOUVERNUERS & WATERTOWN,6/27/2012,0,225,119.5,74.771
GOUVERNUERS & WATERTOWN,6/28/2012,0,264,114,74.757
GOUVERNUERS & WATERTOWN,6/29/2012,18,275,152.5,74.785
GOUVERNUERS & WATERTOWN,6/30/2012,0,286,164,74.772
GOUVERNUERS & WATERTOWN,7/1/2012,2.5,275,158.5,74.755
GOUVERNUERS & WATERTOWN,7/2/2012,0,272,128,74.749
GOUVERNUERS & WATERTOWN,7/3/2012,5,292,111.5,74.731
GOUVERNUERS & WATERTOWN,7/4/2012,2.5,291.5,203,74.743
GOUVERNUERS & WATERTOWN,7/5/2012,0,294.5,127.5,74.713
GOUVERNUERS & WATERTOWN,7/6/2012,0,289,142,74.72
GOUVERNUERS & WATERTOWN,7/7/2012,14,269.5,163.5,74.722
GOUVERNUERS & WATERTOWN,7/8/2012,0,294.5,152.5,74.704
GOUVERNUERS & WATERTOWN,7/9/2012,0,261,97,74.695
GOUVERNUERS & WATERTOWN,7/10/2012,0,264,111,74.7
GOUVERNUERS & WATERTOWN,7/11/2012,0,283.5,111,74.686
GOUVERNUERS & WATERTOWN,7/12/2012,0,305.5,97.5,74.677
GOUVERNUERS & WATERTOWN,7/13/2012,0,322,108.5,74.664
GOUVERNUERS & WATERTOWN,7/14/2012,0,317,155.5,74.663
GOUVERNUERS & WATERTOWN,7/15/2012,0,302.5,175,74.67
GOUVERNUERS & WATERTOWN,7/16/2012,28,286,197.5,74.676
GOUVERNUERS & WATERTOWN,7/17/2012,5,317,211,74.695
GOUVERNUERS & WATERTOWN,7/18/2012,2.5,316.5,158,74.657
GOUVERNUERS & WATERTOWN,7/19/2012,0,266.5,102.5,74.609
GOUVERNUERS & WATERTOWN,7/20/2012,0,261,91.5,74.592
GOUVERNUERS & WATERTOWN,7/21/2012,0,272,83,74.609
GOUVERNUERS & WATERTOWN,7/22/2012,0,291.5,147,74.622
GOUVERNUERS & WATERTOWN,7/23/2012,9,316.5,203,74.632
GOUVERNUERS & WATERTOWN,7/24/2012,2.5,303,158,74.605
GOUVERNUERS & WATERTOWN,7/25/2012,0,269.5,94,74.592
GOUVERNUERS & WATERTOWN,7/26/2012,282,255.5,161,74.611
GOUVERNUERS & WATERTOWN,7/27/2012,84,244.5,164,74.609
GOUVERNUERS & WATERTOWN,7/28/2012,0,275,164,74.585
GOUVERNUERS & WATERTOWN,7/29/2012,0,280.5,114,74.593
GOUVERNUERS & WATERTOWN,7/30/2012,0,297,111,74.588
GOUVERNUERS & WATERTOWN,7/31/2012,153.5,308.5,139,74.595
GOUVERNUERS & WATERTOWN,8/1/2012,95.5,289,164,74.605
GOUVERNUERS & WATERTOWN,8/2/2012,2.5,277.5,175,74.602
GOUVERNUERS & WATERTOWN,8/3/2012,0,291.5,172,74.591
GOUVERNUERS & WATERTOWN,8/4/2012,0,322,167,74.578
GOUVERNUERS & WATERTOWN,8/5/2012,279.5,327.5,194.5,74.647
GOUVERNUERS & WATERTOWN,8/6/2012,115.5,275,147.5,74.616
GOUVERNUERS & WATERTOWN,8/7/2012,0,255.5,139,74.599
GOUVERNUERS & WATERTOWN,8/8/2012,0,275,133,74.585
GOUVERNUERS & WATERTOWN,8/9/2012,0,266.5,147,74.545
GOUVERNUERS & WATERTOWN,8/10/2012,49.5,241.5,161,74.549
GOUVERNUERS & WATERTOWN,8/11/2012,2.5,255.5,169.5,74.582
GOUVERNUERS & WATERTOWN,8/12/2012,5,264,166.5,74.598
GOUVERNUERS & WATERTOWN,8/13/2012,12.5,250,172,74.582
GOUVERNUERS & WATERTOWN,8/14/2012,23,264,164,74.563
GOUVERNUERS & WATERTOWN,8/15/2012,32,256,169.5,74.57
GOUVERNUERS & WATERTOWN,8/16/2012,0,258.5,153,74.563
GOUVERNUERS & WATERTOWN,8/17/2012,1.5,258,150,74.595
GOUVERNUERS & WATERTOWN,8/18/2012,2.5,230.5,88.5,74.552
GOUVERNUERS & WATERTOWN,8/19/2012,0,233,86,74.542
GOUVERNUERS & WATERTOWN,8/20/2012,0,244,80.5,74.535
GOUVERNUERS & WATERTOWN,8/21/2012,0,247.5,75,74.519
GOUVERNUERS & WATERTOWN,8/22/2012,0,250,83,74.511
GOUVERNUERS & WATERTOWN,8/23/2012,0,269.5,122,74.508
GOUVERNUERS & WATERTOWN,8/24/2012,0,286,122,74.484
GOUVERNUERS & WATERTOWN,8/25/2012,0,305.5,133.5,74.466
GOUVERNUERS & WATERTOWN,8/26/2012,0,317,166.5,74.461
GOUVERNUERS & WATERTOWN,8/27/2012,12.5,289,189,74.475
GOUVERNUERS & WATERTOWN,8/28/2012,1.5,266.5,136,74.456
GOUVERNUERS & WATERTOWN,8/29/2012,0,242,58.5,74.442
GOUVERNUERS & WATERTOWN,8/30/2012,0,250,94.5,74.465
GOUVERNUERS & WATERTOWN,8/31/2012,0,275,144.5,74.471
GOUVERNUERS & WATERTOWN,9/1/2012,0,278,122,74.407
GOUVERNUERS & WATERTOWN,9/2/2012,0,277.5,94.5,74.405
GOUVERNUERS & WATERTOWN,9/3/2012,0,286,97.5,74.401
GOUVERNUERS & WATERTOWN,9/4/2012,332.5,280.5,158.5,74.4
GOUVERNUERS & WATERTOWN,9/5/2012,331.5,252.5,172,74.434
GOUVERNUERS & WATERTOWN,9/6/2012,0,272,161.5,74.442
GOUVERNUERS & WATERTOWN,9/7/2012,0,275,125,74.416
GOUVERNUERS & WATERTOWN,9/8/2012,30.5,269.5,102.5,74.477
GOUVERNUERS & WATERTOWN,9/9/2012,26.5,228,80.5,74.437
GOUVERNUERS & WATERTOWN,9/10/2012,0,188.5,58.5,74.411
GOUVERNUERS & WATERTOWN,9/11/2012,0,189,25,74.425
GOUVERNUERS & WATERTOWN,9/12/2012,0,239,72.5,74.428
GOUVERNUERS & WATERTOWN,9/13/2012,0,266.5,114,74.416
GOUVERNUERS & WATERTOWN,9/14/2012,96.5,264,125,74.419
GOUVERNUERS & WATERTOWN,9/15/2012,114.5,222.5,100,74.398
GOUVERNUERS & WATERTOWN,9/16/2012,0,175,25,74.379
GOUVERNUERS & WATERTOWN,9/17/2012,0,203,100,74.39
GOUVERNUERS & WATERTOWN,9/18/2012,38,236,114,74.418
GOUVERNUERS & WATERTOWN,9/19/2012,118,186,61,74.376
GOUVERNUERS & WATERTOWN,9/20/2012,0,186,36.5,74.38
GOUVERNUERS & WATERTOWN,9/21/2012,0,203,80.5,74.378
GOUVERNUERS & WATERTOWN,9/22/2012,1.5,203,114,74.386
GOUVERNUERS & WATERTOWN,9/23/2012,4,175,66.5,74.381
GOUVERNUERS & WATERTOWN,9/24/2012,4,150,44.5,74.396
GOUVERNUERS & WATERTOWN,9/25/2012,1.5,180.5,69.5,74.399
GOUVERNUERS & WATERTOWN,9/26/2012,25.5,205.5,103,74.368
GOUVERNUERS & WATERTOWN,9/27/2012,16.5,189,39,74.297
GOUVERNUERS & WATERTOWN,9/28/2012,6.5,169.5,17,74.286
GOUVERNUERS & WATERTOWN,9/29/2012,2.5,166.5,36.5,74.273
GOUVERNUERS & WATERTOWN,9/30/2012,23,127.5,69.5,74.264
GOUVERNUERS & WATERTOWN,10/1/2012,75,200,108.5,74.307
GOUVERNUERS & WATERTOWN,10/2/2012,12.5,169.5,108.5,74.258
GOUVERNUERS & WATERTOWN,10/3/2012,8,186,127.5,74.247
GOUVERNUERS & WATERTOWN,10/4/2012,0,214,144,74.265
GOUVERNUERS & WATERTOWN,10/5/2012,10,211,130.5,74.277
GOUVERNUERS & WATERTOWN,10/6/2012,163,172,83,74.311
GOUVERNUERS & WATERTOWN,10/7/2012,129.5,158,11,74.263
GOUVERNUERS & WATERTOWN,10/8/2012,1.5,128,22.5,74.263
GOUVERNUERS & WATERTOWN,10/9/2012,0,116.5,16.5,74.261
GOUVERNUERS & WATERTOWN,10/10/2012,12.5,156,47,74.319
GOUVERNUERS & WATERTOWN,10/11/2012,19,100,50,74.294
GOUVERNUERS & WATERTOWN,10/12/2012,7.5,103,0,74.228
GOUVERNUERS & WATERTOWN,10/13/2012,19,97,-58.5,74.21
GOUVERNUERS & WATERTOWN,10/14/2012,80,156,16.5,74.248
GOUVERNUERS & WATERTOWN,10/15/2012,21.5,186,72.5,74.309
GOUVERNUERS & WATERTOWN,10/16/2012,1.5,128,25,74.228
GOUVERNUERS & WATERTOWN,10/17/2012,0,180.5,-5.5,74.194
GOUVERNUERS & WATERTOWN,10/18/2012,0,194.5,36,74.194
GOUVERNUERS & WATERTOWN,10/19/2012,59.5,197,88.5,74.176
GOUVERNUERS & WATERTOWN,10/20/2012,110.5,150,100,74.225
GOUVERNUERS & WATERTOWN,10/21/2012,19,144,83,74.25
GOUVERNUERS & WATERTOWN,10/22/2012,0,139,44,74.208
GOUVERNUERS & WATERTOWN,10/23/2012,0,138.5,22.5,74.154
GOUVERNUERS & WATERTOWN,10/24/2012,0,147.5,61,74.151
GOUVERNUERS & WATERTOWN,10/25/2012,0,253,86,74.165
GOUVERNUERS & WATERTOWN,10/26/2012,0,233,138.5,74.194
GOUVERNUERS & WATERTOWN,10/27/2012,6.5,164,80.5,74.156
GOUVERNUERS & WATERTOWN,10/28/2012,13,111,55.5,74.13
GOUVERNUERS & WATERTOWN,10/29/2012,6.5,116.5,61,74.055
GOUVERNUERS & WATERTOWN,10/30/2012,8,158.5,77.5,74.062
GOUVERNUERS & WATERTOWN,10/31/2012,28,141.5,66.5,74.178
GOUVERNUERS & WATERTOWN,11/1/2012,56,88.5,50,74.237
GOUVERNUERS & WATERTOWN,11/2/2012,6.5,67,25,74.218
GOUVERNUERS & WATERTOWN,11/3/2012,6.5,47.5,22.5,74.202
GOUVERNUERS & WATERTOWN,11/4/2012,19,33.5,14,74.19
GOUVERNUERS & WATERTOWN,11/5/2012,0,30.5,-33.5,74.178
GOUVERNUERS & WATERTOWN,11/6/2012,0,36,-86,74.163
GOUVERNUERS & WATERTOWN,11/7/2012,0,41.5,-89,74.127
GOUVERNUERS & WATERTOWN,11/8/2012,0,47,-83,74.143
GOUVERNUERS & WATERTOWN,11/9/2012,0,86,-69.5,74.175
GOUVERNUERS & WATERTOWN,11/10/2012,0,66.5,-25,74.132
GOUVERNUERS & WATERTOWN,11/11/2012,30.5,144.5,11,74.185
GOUVERNUERS & WATERTOWN,11/12/2012,34.5,211,52.5,74.224
GOUVERNUERS & WATERTOWN,11/13/2012,59.5,147,-14,74.219
GOUVERNUERS & WATERTOWN,11/14/2012,0,61,-78,74.172
GOUVERNUERS & WATERTOWN,11/15/2012,0,64,-75,74.157
GOUVERNUERS & WATERTOWN,11/16/2012,0,69.5,-83,74.167
GOUVERNUERS & WATERTOWN,11/17/2012,0,77.5,-72,74.154
GOUVERNUERS & WATERTOWN,11/18/2012,0,86,-67,74.139
GOUVERNUERS & WATERTOWN,11/19/2012,0,92,-72,74.15
GOUVERNUERS & WATERTOWN,11/20/2012,0,103,-52.5,74.143
GOUVERNUERS & WATERTOWN,11/21/2012,0,91.5,-47,74.149
GOUVERNUERS & WATERTOWN,11/22/2012,0,125,-53,74.161
GOUVERNUERS & WATERTOWN,11/23/2012,26.5,136,-3,74.213
GOUVERNUERS & WATERTOWN,11/24/2012,29.5,86,-28,74.237
GOUVERNUERS & WATERTOWN,11/25/2012,2.5,6,-53,74.161
GOUVERNUERS & WATERTOWN,11/26/2012,4,11,-36.5,74.157
GOUVERNUERS & WATERTOWN,11/27/2012,6.5,22.5,-41.5,74.14
GOUVERNUERS & WATERTOWN,11/28/2012,5,28,-27.5,74.162
GOUVERNUERS & WATERTOWN,11/29/2012,19,30.5,-66.5,74.146
GOUVERNUERS & WATERTOWN,11/30/2012,10,-8,-108,74.018
GOUVERNUERS & WATERTOWN,12/1/2012,0,-8,-100,74.033
GOUVERNUERS & WATERTOWN,12/2/2012,39.5,30.5,-72.5,74.149
GOUVERNUERS & WATERTOWN,12/3/2012,49.5,114,3,74.101
GOUVERNUERS & WATERTOWN,12/4/2012,90.5,147.5,22,74.133
GOUVERNUERS & WATERTOWN,12/5/2012,85,138.5,-3,74.14
GOUVERNUERS & WATERTOWN,12/6/2012,0,69.5,-97.5,74.096
GOUVERNUERS & WATERTOWN,12/7/2012,0,52.5,-58.5,74.141
GOUVERNUERS & WATERTOWN,12/8/2012,4,50,0,74.123
GOUVERNUERS & WATERTOWN,12/9/2012,33.5,33,-39,74.061
GOUVERNUERS & WATERTOWN,12/10/2012,146,122.5,-16.5,74.155
GOUVERNUERS & WATERTOWN,12/11/2012,7.5,22.5,-80.5,74.127
GOUVERNUERS & WATERTOWN,12/12/2012,15.5,11,-91.5,74.164
GOUVERNUERS & WATERTOWN,12/13/2012,1.5,50,-75,74.156
GOUVERNUERS & WATERTOWN,12/14/2012,0,58.5,-36,74.168
GOUVERNUERS & WATERTOWN,12/15/2012,0,33.5,-55.5,74.056
GOUVERNUERS & WATERTOWN,12/16/2012,0,36,-50,74.082
GOUVERNUERS & WATERTOWN,12/17/2012,35.5,69.5,0,74.14
GOUVERNUERS & WATERTOWN,12/18/2012,137,64,17,74.145
GOUVERNUERS & WATERTOWN,12/19/2012,20.5,44.5,-22,74.163
GOUVERNUERS & WATERTOWN,12/20/2012,11.5,39,-75,74.105
GOUVERNUERS & WATERTOWN,12/21/2012,231,50,-38.5,74.199
GOUVERNUERS & WATERTOWN,12/22/2012,88,5.5,-52.5,74.279
GOUVERNUERS & WATERTOWN,12/23/2012,50,-16.5,-58,74.229
GOUVERNUERS & WATERTOWN,12/24/2012,1.5,-6,-119.5,74.178
GOUVERNUERS & WATERTOWN,12/25/2012,11.5,-30.5,-113.5,74.155
GOUVERNUERS & WATERTOWN,12/26/2012,4,-67,-183.5,74.088
GOUVERNUERS & WATERTOWN,12/27/2012,202,-66.5,-122,74.11
GOUVERNUERS & WATERTOWN,12/28/2012,32,-44.5,-94.5,74.2
GOUVERNUERS & WATERTOWN,12/29/2012,19,-52.5,-130.5,74.172
GOUVERNUERS & WATERTOWN,12/30/2012,28,-64,-117,74.231
GOUVERNUERS & WATERTOWN,12/31/2012,1.5,-8,-100,74.278
GOUVERNUERS & WATERTOWN,1/1/2013,0,14,-158.5,74.229
GOUVERNUERS & WATERTOWN,1/2/2013,0,-5.5,-222,74.194
GOUVERNUERS & WATERTOWN,1/3/2013,21.5,-30.5,-272.5,74.215
GOUVERNUERS & WATERTOWN,1/4/2013,27,5.5,-139,74.363
GOUVERNUERS & WATERTOWN,1/5/2013,0,8.5,-44.5,74.25
GOUVERNUERS & WATERTOWN,1/6/2013,34.5,11,-47.5,74.264
GOUVERNUERS & WATERTOWN,1/7/2013,28,0,-102.5,74.216
GOUVERNUERS & WATERTOWN,1/8/2013,0,3,-77.5,74.257
GOUVERNUERS & WATERTOWN,1/9/2013,0,44.5,-58.5,74.272
GOUVERNUERS & WATERTOWN,1/10/2013,0,53,-58,74.234
GOUVERNUERS & WATERTOWN,1/11/2013,5,55.5,-80.5,74.21
GOUVERNUERS & WATERTOWN,1/12/2013,0,86.5,25,74.241
GOUVERNUERS & WATERTOWN,1/13/2013,20.5,130.5,50,74.246
GOUVERNUERS & WATERTOWN,1/14/2013,29,136,16.5,74.308
GOUVERNUERS & WATERTOWN,1/15/2013,0,61,-30.5,74.281
GOUVERNUERS & WATERTOWN,1/16/2013,0,19.5,-33,74.3
GOUVERNUERS & WATERTOWN,1/17/2013,5.5,22.5,-100,74.289
GOUVERNUERS & WATERTOWN,1/18/2013,0,-50,-166.5,74.302
GOUVERNUERS & WATERTOWN,1/19/2013,0,61,-103,74.336
GOUVERNUERS & WATERTOWN,1/20/2013,17.5,91.5,-53,74.435
GOUVERNUERS & WATERTOWN,1/21/2013,0,-30.5,-136,74.277
GOUVERNUERS & WATERTOWN,1/22/2013,1.5,-106,-172,74.319
GOUVERNUERS & WATERTOWN,1/23/2013,0,-133.5,-242,74.275
GOUVERNUERS & WATERTOWN,1/24/2013,0,-147.5,-233.5,74.3
GOUVERNUERS & WATERTOWN,1/25/2013,0,-119.5,-227.5,74.282
GOUVERNUERS & WATERTOWN,1/26/2013,0,-94.5,-200,74.295
GOUVERNUERS & WATERTOWN,1/27/2013,1.5,-77.5,-205.5,74.281
GOUVERNUERS & WATERTOWN,1/28/2013,36,-22,-105.5,74.279
GOUVERNUERS & WATERTOWN,1/29/2013,75,42,-72,74.277
GOUVERNUERS & WATERTOWN,1/30/2013,40.5,133.5,14,74.342
GOUVERNUERS & WATERTOWN,1/31/2013,194,141.5,-27.5,74.512
GOUVERNUERS & WATERTOWN,2/1/2013,0,-27.5,-119.5,74.4
GOUVERNUERS & WATERTOWN,2/2/2013,29.5,-69.5,-122.5,74.381
GOUVERNUERS & WATERTOWN,2/3/2013,4,-39,-169.5,74.374
GOUVERNUERS & WATERTOWN,2/4/2013,0,-55.5,-233.5,74.376
GOUVERNUERS & WATERTOWN,2/5/2013,0,-61,-225,74.361
GOUVERNUERS & WATERTOWN,2/6/2013,1.5,-33.5,-172,74.396
GOUVERNUERS & WATERTOWN,2/7/2013,0,-58.5,-183,74.303
GOUVERNUERS & WATERTOWN,2/8/2013,45.5,-88.5,-127.5,74.293
GOUVERNUERS & WATERTOWN,2/9/2013,39.5,-81,-188.5,74.387
GOUVERNUERS & WATERTOWN,2/10/2013,0,-33.5,-275,74.36
GOUVERNUERS & WATERTOWN,2/11/2013,30.5,44.5,-164,74.41
GOUVERNUERS & WATERTOWN,2/12/2013,35.5,44.5,-3,74.451
GOUVERNUERS & WATERTOWN,2/13/2013,0,11,-58,74.402
GOUVERNUERS & WATERTOWN,2/14/2013,1.5,14,-83.5,74.392
GOUVERNUERS & WATERTOWN,2/15/2013,9,30.5,-17,74.435
GOUVERNUERS & WATERTOWN,2/16/2013,0,-17,-111,74.382
GOUVERNUERS & WATERTOWN,2/17/2013,0,-78,-186,74.395
GOUVERNUERS & WATERTOWN,2/18/2013,0,-3,-166.5,74.369
GOUVERNUERS & WATERTOWN,2/19/2013,69,0,-119.5,74.407
GOUVERNUERS & WATERTOWN,2/20/2013,5,16.5,-105.5,74.459
GOUVERNUERS & WATERTOWN,2/21/2013,0,-19.5,-100,74.416
GOUVERNUERS & WATERTOWN,2/22/2013,0,-17,-130.5,74.362
GOUVERNUERS & WATERTOWN,2/23/2013,0,28,-53,74.383
GOUVERNUERS & WATERTOWN,2/24/2013,5,19.5,-8.5,74.398
GOUVERNUERS & WATERTOWN,2/25/2013,0,16.5,-22,74.39
GOUVERNUERS & WATERTOWN,2/26/2013,0,52.5,-83,74.341
GOUVERNUERS & WATERTOWN,2/27/2013,173,44.5,-44,74.346
GOUVERNUERS & WATERTOWN,2/28/2013,91.5,16.5,0,74.416
GOUVERNUERS & WATERTOWN,3/1/2013,6.5,14,-22,74.421
GOUVERNUERS & WATERTOWN,3/2/2013,4,-19.5,-72.5,74.418
GOUVERNUERS & WATERTOWN,3/3/2013,10,-36,-88.5,74.43
GOUVERNUERS & WATERTOWN,3/4/2013,0,-25,-77.5,74.448
GOUVERNUERS & WATERTOWN,3/5/2013,0,-3,-67,74.413
GOUVERNUERS & WATERTOWN,3/6/2013,0,44.5,-52.5,74.381
GOUVERNUERS & WATERTOWN,3/7/2013,0,47.5,-39,74.392
GOUVERNUERS & WATERTOWN,3/8/2013,0,33.5,-55.5,74.402
GOUVERNUERS & WATERTOWN,3/9/2013,0,55.5,-100,74.4
GOUVERNUERS & WATERTOWN,3/10/2013,0,116.5,-44,74.396
GOUVERNUERS & WATERTOWN,3/11/2013,10,125,66.5,74.402
GOUVERNUERS & WATERTOWN,3/12/2013,71,114,33,74.453
GOUVERNUERS & WATERTOWN,3/13/2013,9,44,-11,74.486
GOUVERNUERS & WATERTOWN,3/14/2013,2.5,8.5,-97.5,74.497
GOUVERNUERS & WATERTOWN,3/15/2013,3,16.5,-108.5,74.492
GOUVERNUERS & WATERTOWN,3/16/2013,1.5,8,-106,74.443
GOUVERNUERS & WATERTOWN,3/17/2013,0,-25,-111,74.459
GOUVERNUERS & WATERTOWN,3/18/2013,7.5,38.5,-127.5,74.393
GOUVERNUERS & WATERTOWN,3/19/2013,66,25,-30.5,74.492
GOUVERNUERS & WATERTOWN,3/20/2013,6.5,16.5,-61,74.526
GOUVERNUERS & WATERTOWN,3/21/2013,9,6,-72.5,74.512
GOUVERNUERS & WATERTOWN,3/22/2013,4,-3,-58,74.506
GOUVERNUERS & WATERTOWN,3/23/2013,1.5,11,-61,74.499
GOUVERNUERS & WATERTOWN,3/24/2013,0,30.5,-33,74.46
GOUVERNUERS & WATERTOWN,3/25/2013,0,58.5,-44,74.422
GOUVERNUERS & WATERTOWN,3/26/2013,0,58,-30.5,74.452
GOUVERNUERS & WATERTOWN,3/27/2013,0,72,-14,74.477
GOUVERNUERS & WATERTOWN,3/28/2013,0,80.5,0,74.481
GOUVERNUERS & WATERTOWN,3/29/2013,0,75,6,74.479
GOUVERNUERS & WATERTOWN,3/30/2013,0,88.5,-58.5,74.476
GOUVERNUERS & WATERTOWN,3/31/2013,32,122,5.5,74.472
GOUVERNUERS & WATERTOWN,4/1/2013,62.5,103,-16.5,74.557
GOUVERNUERS & WATERTOWN,4/2/2013,1.5,27.5,-52,74.552
GOUVERNUERS & WATERTOWN,4/3/2013,0,14,-47,74.535
GOUVERNUERS & WATERTOWN,4/4/2013,0,66.5,-46.5,74.497
GOUVERNUERS & WATERTOWN,4/5/2013,0,86,-16,74.498
GOUVERNUERS & WATERTOWN,4/6/2013,0,83.5,-85.5,74.46
GOUVERNUERS & WATERTOWN,4/7/2013,1.5,180.5,22,74.512
GOUVERNUERS & WATERTOWN,4/8/2013,10,122.5,28,74.466
GOUVERNUERS & WATERTOWN,4/9/2013,73.5,138.5,36,74.505
GOUVERNUERS & WATERTOWN,4/10/2013,63.5,91.5,36,74.506
GOUVERNUERS & WATERTOWN,4/11/2013,9,63.5,-5.5,74.46
GOUVERNUERS & WATERTOWN,4/12/2013,201.5,47,-5.5,74.458
GOUVERNUERS & WATERTOWN,4/13/2013,114,61,5.5,74.612
GOUVERNUERS & WATERTOWN,4/14/2013,2.5,69.5,-8,74.619
GOUVERNUERS & WATERTOWN,4/15/2013,4,130.5,-35.5,74.577
GOUVERNUERS & WATERTOWN,4/16/2013,63.5,169.5,3,74.648
GOUVERNUERS & WATERTOWN,4/17/2013,15,144.5,-19,74.625
GOUVERNUERS & WATERTOWN,4/18/2013,23,178,16.5,74.628
GOUVERNUERS & WATERTOWN,4/19/2013,63.5,219.5,53,74.694
GOUVERNUERS & WATERTOWN,4/20/2013,7.5,144.5,11.5,74.755
GOUVERNUERS & WATERTOWN,4/21/2013,0,64,-58,74.658
GOUVERNUERS & WATERTOWN,4/22/2013,0,111,-61,74.642
GOUVERNUERS & WATERTOWN,4/23/2013,0,164,-27.5,74.645
GOUVERNUERS & WATERTOWN,4/24/2013,44.5,189,13.5,74.697
GOUVERNUERS & WATERTOWN,4/25/2013,22,150,27.5,74.703
GOUVERNUERS & WATERTOWN,4/26/2013,28,111.5,0.5,74.698
GOUVERNUERS & WATERTOWN,4/27/2013,0,139,-24.5,74.676
GOUVERNUERS & WATERTOWN,4/28/2013,0,186,8.5,74.676
GOUVERNUERS & WATERTOWN,4/29/2013,7.5,205.5,97.5,74.689
GOUVERNUERS & WATERTOWN,4/30/2013,4,208,100,74.696
